gene_name,C_3_1,C_3_2,C_5_1,C_5_2,F_3_1,F_3_2,F_5_1,F_5_2
AC005537.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HECW1,0.2678533,0.0987887,0.0122098,0.4860348,0.6712333,1.3091232000000002,1.1496654,1.2829487
HECW1-IT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU7-35P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-575P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004692.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004692.1,0.0,0.0,0.0,0.646259,0.0,0.0,0.290174,0.0
LUARIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STK17A,9.144055,6.873424,6.103966,6.961503,6.875946,7.757269,5.303138000000001,5.565174
COA1,66.86330500000001,67.02432679999998,58.35658359999999,65.97070699999999,63.579944000000005,63.56248400000001,63.482263,59.479834716
BLVRA,56.850550000000005,62.46853,63.8115,56.46084,51.77548,50.695624,45.26697,45.96701
AC005189.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.430671
MRPS24,203.93889,204.301712,226.211271,237.486798,232.222068,259.30966500000005,249.614337,255.653647
URGCP-MRPS24,0.747639,0.587247,0.945,0.875269,1.07969,0.0,0.0,0.590353
URGCP,15.550312,17.8872305,14.872949000000002,16.056095,16.423792000000002,19.115686,17.1783624,16.0926836
TUBG1P,0.0,0.0,0.0,0.0,0.0,0.12341,0.0711564,0.0632687
UBE2D4,44.349368,58.703822,52.656159,54.18985,47.08215,29.2578275,30.464544000000004,43.098113
POLR2J4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004951.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004951.3,0.436123,0.213439,0.0,0.108757,0.262383,0.346039,0.211099,0.0
AC004951.2,0.918674,1.16433,2.89027,3.08708,1.96079,1.30786,2.3483,2.26688
SPDYE1,0.715507,1.435556,0.768277,0.72597,1.135057,1.094631,0.538723,0.850884
AC004951.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC017116.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLR2J4,33.58884,33.95582,31.19318,25.6045,39.44358,30.741190000000003,20.09729,23.66576
RASA4CP,0.3905929999999999,0.483391,0.908437,0.246091,0.2179662,0.3212669999999999,0.647425,0.540562
LINC00957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DBNL,99.1470272,107.4057060445,80.87539806670881,76.89173000000001,83.31911900000001,79.9854873,74.9023686,73.6714217
MIR6837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGAM2,85.9412,79.0051,202.762,192.691,236.788,260.422,350.278,303.713
AC017116.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLM,9.643157999999998,11.2743146909,11.253443,9.066803899999998,12.081634,12.562320899999998,10.330241000000004,9.615826000000002
MIR6838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AEBP1,1.329635,1.66483522,0.9967929,0.703578,19.6741417701,7.845706,6.1601800113407,10.567833
MIR4649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLD2,191.509401486594,216.284757,163.37538400000005,168.65742300956137,240.6674495,241.50283342,198.150882,187.77369677689
RNA5SP230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYL7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCK,0.0750095,0.0714752,0.0805052,0.161958,0.281815,0.797118,0.294775,0.393578
YKT6,31.907895,41.67776200000001,46.326573,39.86827,42.6553004,31.939448,31.371863,45.06082800000001
CAMK2B,11.6612699,9.738513,18.8284337,19.919775361346,34.033801,27.309929,35.9463910047388,41.71769499999999
AC004453.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUDCD3,67.78515999999999,73.793906,73.366466,69.29087299999999,76.89811900000001,77.231755,74.38693799999999,72.12062399999999
AC004453.1,0.382412,0.721947,0.401207,0.419229,0.94371,1.64453,0.367686,0.98542
RNU6-1097P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004938.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPC1L1,0.0,0.034888936,0.0399336,0.0195888,0.0183076,0.0321685,0.0534428,0.135652
DDX56,73.3167450139081,86.653418,81.88815300120216,76.86816999999999,81.78788,84.894841,74.2694200488928,81.09827700053377
TMED4,128.72171,140.73668,142.42381999999998,137.19241999999997,110.306271,108.9117,107.02559,107.59029
AC011894.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OGDH,73.94146671416999,78.06501300000001,92.26425975530002,94.001707,80.963332482869,86.95078700188317,108.89944853737,103.487966
ZMIZ2,5.52688680227,4.37582565232,3.5972576876,3.8014100000000006,4.552188,2.969149,3.80888784234,3.0211907
AC013436.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPIA,2573.647496,2005.972987,2104.765733,2016.23523,2009.521201,2235.377899,1888.489864,1843.144348
H2AFV,89.75419296497,110.953773,101.704213,105.105521,124.236221321,81.09656700000001,77.30986,95.583008
LINC01952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PURB,3.65128,3.56562,4.23529,5.00376,3.37464,3.55872,3.71736,3.5179
MIR4657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004854.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004854.1,1.17255,0.0,0.0,0.851475,0.320829,0.0,0.0,0.340436
AC004847.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYO1G,0.53814,0.663206,0.4059555,0.6866310999999999,0.94809313,0.583529900939902,0.3393016,0.3784028
SNHG15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCM2,18.7388479,24.596161899999995,17.5754247,17.134556,16.383775876599998,17.201581599999997,16.391485656290005,18.006541768897595
NACAD,1.2848378,1.642122,1.812884,1.60976,1.59199,0.915649,1.45197,1.98245
TBRG4,60.97783099999998,66.93203523696201,61.56857247561,55.49937952029,73.44986300000001,76.19306099999999,81.88748600000001,75.71562199999997
SNORA5A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA5C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA5B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAMP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC073968.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELK1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC073325.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC073325.2,0.0,0.0,1.45335,0.0,1.13854,0.0,0.0,0.0
ADCY1,0.0504621,0.0340369,0.100801,0.0767433,0.0418364,0.0488715,0.0761813,0.0500018
SEPT7P2,4.557854,4.448206000000001,4.412124010153,3.824998,4.4465520000000005,4.966122,6.281833410000001,4.960047
GTF2IP13,0.166406,0.150396,0.35807,0.261948,0.206352,0.579143,0.690824,0.45904
RNU6-241P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CICP20,0.0,0.0,0.0,0.0,0.0,0.0,0.0335869,0.0
AC096582.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096582.2,0.227276,0.433909,0.242017,0.258085,0.0,0.205256,0.221355,0.198541
RNU6-326P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096582.3,0.0,0.0257445,0.0,0.0,0.044213,0.0224449,0.0266657,0.0
IGFBP1,0.832632,0.793315,0.460601,0.0,0.264434,0.327266,0.12593,0.280069
IGFBP3,854.16738451,1014.104689,227.2255,228.5351220614,548.1575530976343,401.2406959000001,169.331883,228.677068
AC073115.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC073115.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTLP15,0.873856,2.08604,4.19458,2.36468,2.87878,1.68019,3.40764,1.90867
TTC4P1,3.95712,4.66964,3.66852,4.02011,3.91835,4.16307,3.72619,4.20684
ZNF619P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC023669.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC023669.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004869.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004869.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGN1P19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC011294.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPS15P1,0.276848,0.174205,0.098291,0.0493406,0.377633,0.466975,0.44992,0.260948
AC004870.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004870.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004870.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL42P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004870.1,0.0,0.114841,0.0,0.0,0.297217,0.315055,0.0,0.243903
TNS3,40.537458,41.945910000000005,30.065840433,36.550466,37.952235,28.284759314139,38.832873,40.90509599999999
LINC01447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7orf65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKD1L1,0.4193663,0.3093017999999999,0.6530362000000001,0.1058084,0.2782017,0.2918408,0.3118795,0.4185054
LINC00525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7orf69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC069282.1,0.44323,0.634674,0.472118,0.239782,0.547424,1.32558,0.647797,0.0
HUS1,28.631200000000003,31.072822,26.789981,22.65191,21.670492000000003,22.460331000000004,26.249008,23.07408
SUN3,0.0,0.0,0.0,0.272309,0.0,0.0,0.0,0.0
C7orf57,0.0,0.04707532,0.0,0.0,0.0,0.0,0.0,0.0432209499999999
UPP1,17.859703999999997,18.7061845,13.8955873,12.52884,10.410193,9.3996844,10.56691,11.507698
ABCA13,0.0844401999999999,0.0921944,0.0723536,0.0327209,0.1205044,0.0991328,0.1385988,0.1085987
AC091770.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC091770.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004899.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004899.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GDI2P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDC14C,0.172639,0.159687,0.223761,0.245923,0.198203,0.132435,0.217113,0.179739
AC091730.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDX43P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093775.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VWC2,0.0164991,0.0288353,0.00856026,0.0370344,0.0197756,0.00691248,0.0165444,0.00718166
ZPBP,0.0,0.0,0.0,0.0,0.0,0.163673,0.0,0.0
GNL2P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPATA48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC020743.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC020743.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC020743.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IKZF1,0.142379,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC124014.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1091P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIGNL1,4.765098,6.968948349205,3.339479073,2.7246813969999994,3.0704373,4.146815443062001,3.613895,3.492736
DDC,0.0,0.0,0.0,0.125424,0.0,0.0,0.0,0.0
DDC-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRB10,3.179033547422,3.8240910003531576,2.8239498000000003,1.9915441,3.2343419882050006,4.1206627768,2.5424330002322253,2.929283
AC004920.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009296.1,0.0,0.0,1.51793,0.0,0.0,0.0,0.0,0.0
AC004830.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COBL,9.5297026,13.8252481,14.4563501,14.13754433038,26.38330817769913,14.309413199999998,18.556142,28.9424038965482
RPL7L1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CICP17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC012441.2,0.0,0.138134,0.263245,0.0,0.0,0.0,0.0,0.0
AC012441.1,0.0,0.15147,0.549445,0.178016,0.335007,0.240649,0.0,0.231954
AC005999.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROBO2P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005999.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL292P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC079763.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGO1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC074397.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POM121L12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAUS6P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF138P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU1-14P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009468.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009468.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-29P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAC1P9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC074348.1,0.0,0.0,0.484721,0.0,0.0,0.0,0.0,0.0
HAUS6P3,0.110416,0.111202,0.0,0.0,0.0,0.0,0.0,0.0
AC073521.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092848.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A5P3,0.0,0.0,0.127816,0.0,0.0,0.0,0.0,0.103853
VSTM2A,0.120205,0.0258667,0.0,0.0,0.0991553,0.1341232,0.0,0.0
VSTM2A-OT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC011228.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1125P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL31P35,0.0,0.0,0.0,0.761,0.286928,0.0,0.0,0.0
SEC61G,434.31816,390.612501,399.11965,348.55895000000004,334.17376,354.782983,344.9705,354.8731
AC074351.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC006971.1,0.0,0.0,0.0,0.0229077,0.0,0.0,0.0,0.0
EGFR,2.4215086786800004,3.17563846824,1.854211,1.299518713316,3.04383712,3.179747,2.4892951,1.9598423
EGFR-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELDR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC073324.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALM1P2,0.0,0.0,0.0,0.0,0.225789,0.0,0.0,0.0
AC073347.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LANCL2,7.73944,9.08899,5.0785025,4.721313,10.248577999999998,5.3482330000000005,4.15268,5.754425
VOPP1,22.265336,22.998935050000004,14.160465,17.474585690487192,22.0037350362072,15.4855110029189,13.714235,17.2432250228414
AC099681.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC099681.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC099681.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDC42P2,0.0,0.0,0.0,0.217715,0.0,0.0,0.0,0.0
TUBBP6,0.221569,0.140751,0.15846,0.558271,0.0609391,0.188553,0.0,0.0645312
AC091812.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FKBP9P1,1.42942,2.09154,1.25763,0.853989,2.2513430000000003,1.826919,1.698491,1.248913
RNU6-389P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUMO2P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CICP11,0.0,0.0346908,0.0,0.0,0.0,0.0,0.0348298,0.0
AC091812.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC091812.2,0.0,0.0,0.0,0.0,0.0,0.0,0.483106,0.0
PSPHP1,0.0,0.0,0.0,0.0,68.3836,68.7256,58.0302,69.7438
RNU6-1126P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEPT14,0.337144,0.0256412,0.107509,0.16706,0.106097,0.0476446,0.0,0.2679095
AC092647.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CICP12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092647.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092647.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457174
AC092647.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092647.5,0.247219,0.410529,0.118892,0.283841,0.875616,0.0,0.505317,0.474196
ZNF713,1.30885,2.100415,1.543821,1.3528319999999998,1.508772,1.4216449999999998,1.257336,1.699566
NIPSNAP2,46.17719099999999,56.131285,57.934505,52.4849797,63.547595,62.87582599999998,68.956718,65.68513700000001
MRPS17,24.04891,21.47321,25.53129,22.79493,22.44028,23.57048,22.09495,27.43487
PSPH,29.03267,26.794246,23.227365,21.78374,52.62030700000001,50.713266,44.906694400000006,45.239978
CCT6A,205.085678,203.237107,183.959617,186.876646,186.167753,192.974467,181.875611,181.360958
SNORA22B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUMF2,84.5207961043,94.6495420023755,59.763307,60.7397763,87.57447699999999,78.427568,64.807037,67.878087
PHKG1,12.177019,10.691807,37.85188,42.26071400000001,16.56208,13.61785184439,36.326815,32.30207
CHCHD2,704.400982,652.736,729.111211,752.28,843.912383,888.210114,919.339,915.986
NUPR2,0.898262,2.22802,0.383456,1.94197,0.887976,0.767067,1.05266,0.941738
AC006970.1,0.0,0.0,0.0,0.0,0.0,0.0,0.329338,0.0
AC006970.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC006970.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNJP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC073136.1,0.0,0.0,0.0,0.0380461,0.0,0.0,0.0,0.0
AC073136.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093392.1,0.0,0.0,0.0,0.0,0.0,0.0,0.402056,0.0
RNU6-1335P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEPT14P24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CICP8,0.0646389,0.0337108,0.0,0.0,0.0286693,0.0,0.0,0.0
AC093392.2,0.0,0.393141,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1052P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092423.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092447.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170708
AC092447.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0542009
AC092447.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBM22P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092447.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NMD3P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092447.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092447.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VN1R25P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092447.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092447.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092447.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092447.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIM60P16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC095038.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC095038.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC095038.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC118758.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC118758.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC118758.1,0.202492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC069152.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4283-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNRC18P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC29A4P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHKG1P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC122133.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC099654.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC099654.6,0.0,0.0,0.0,0.0,0.0,0.0378249,0.0,0.0
AC099654.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC099654.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTCO3P10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC099654.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTND4LP32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTND4P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTND5P6,0.0,0.0,0.0,0.0286979,0.0,0.0,0.0,0.0
MTND6P29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTCYBP29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUSBP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTND1P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTND2P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC099654.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC099654.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC099654.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC099654.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTCO3P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC099654.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC099654.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTND4P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTND5P7,0.0,0.0,0.0,0.0286979,0.0,0.0,0.0,0.0
AC099654.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTCYBP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUSBP12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC099654.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU7-157P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC099654.4,0.0,0.0,0.0,0.0,0.0816244,0.0,0.0,0.0
AC237221.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC237221.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VN1R28P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAPCD2P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF716,0.0980074,0.0909809,0.022404,0.0976457,0.10024,0.156744,0.095568,0.0815417
AC092175.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCOR1P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC064862.6,0.0,0.149862,0.0,0.0,0.0,0.0,0.0,0.137312
AC064862.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSNDP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC064862.1,0.932322,1.78274,0.975285,1.01992,0.0,3.19425,1.75307,1.60477
AC064862.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC064862.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC064862.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC064862.3,0.0,0.190204,0.0,0.0,0.0,0.0,0.0,0.0
AC023141.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC023141.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC023141.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC023141.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC023141.2,0.0,0.39923,0.0,0.0,0.344476,0.0,0.0,0.0
AC023141.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC023141.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC023141.3,0.0,0.0,0.0,0.0,0.0,0.50261,0.0,0.0
AC023141.1,0.34714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC023141.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC023141.6,0.0,0.788942,0.0,0.0,0.0,0.0,0.0,0.0
AC023141.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC023141.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC128676.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-417P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC069285.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC069285.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF90P3,0.118757,0.332623,0.0,0.0,0.0715602,0.0719847,0.0,0.0774334
SAPCD2P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEPT14P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
